uid	gender	age
30902590	-1	-1
26484828	-1	-1
452062	-1	-1
26987064	-1	-1
13318848	-1	-1
30092696	-1	-1
29430572	-1	-1
18445856	-1	-1
21668020	-1	-1
719627	-1	-1
12461396	-1	-1
4601412	-1	-1
28946126	-1	-1
21995724	-1	-1
29194112	-1	-1
12489097	-1	-1
27751904	-1	-1
25764152	-1	-1
16584086	-1	-1
28414660	-1	-1
28209466	-1	-1
27913722	-1	-1
28849010	-1	-1
21913426	-1	-1
22168504	-1	-1
28095068	-1	-1
15242670	-1	-1
20623354	-1	-1
27319252	-1	-1
24629122	-1	-1
24438366	-1	-1
24075012	-1	-1
23843052	-1	-1
24476774	-1	-1
23306064	-1	-1
2138880	-1	-1
25312398	-1	-1
14814668	-1	-1
12010946	-1	-1
23879880	-1	-1
23317794	-1	-1
26851976	-1	-1
24144828	-1	-1
24246608	-1	-1
3456530	-1	-1
8398	-1	-1
243820	-1	-1
8349578	-1	-1
26341602	-1	-1
20208326	-1	-1
25780152	-1	-1
16021620	-1	-1
23317428	-1	-1
24401642	-1	-1
18713374	-1	-1
17446478	-1	-1
16046960	-1	-1
24570680	-1	-1
24556786	-1	-1
22472960	-1	-1
16773970	-1	-1
21499136	-1	-1
23795486	-1	-1
24002530	-1	-1
16783072	-1	-1
18552706	-1	-1
8001644	-1	-1
23661076	-1	-1
21563880	-1	-1
19606	-1	-1
17431670	-1	-1
8168460	-1	-1
1414508	-1	-1
18598650	-1	-1
11006954	-1	-1
2266562	-1	-1
5631002	-1	-1
5459686	-1	-1
720752	-1	-1
22227696	-1	-1
6184432	-1	-1
19865214	-1	-1
21544464	-1	-1
21904696	-1	-1
270001	-1	-1
7533756	-1	-1
13894118	-1	-1
4014740	-1	-1
22030234	-1	-1
20145932	-1	-1
14568376	-1	-1
22417330	-1	-1
21931008	-1	-1
4345532	-1	-1
16600266	-1	-1
22011164	-1	-1
12456796	-1	-1
20888092	-1	-1
6848420	-1	-1
11687494	-1	-1
15104514	-1	-1
21992880	-1	-1
21945314	-1	-1
21770222	-1	-1
5910364	-1	-1
14009232	-1	-1
8510934	-1	-1
5935224	-1	-1
20755758	-1	-1
12605324	-1	-1
15732774	-1	-1
102104	-1	-1
18615858	-1	-1
17108956	-1	-1
2821574	-1	-1
4789324	-1	-1
19029730	-1	-1
13362742	-1	-1
1158068	-1	-1
10256984	-1	-1
3172344	-1	-1
19847534	-1	-1
18991660	-1	-1
15073772	-1	-1
16617608	-1	-1
12263048	-1	-1
8325414	-1	-1
17916706	-1	-1
207270	-1	-1
8031862	-1	-1
16467466	-1	-1
486586	-1	-1
15342106	-1	-1
6381486	-1	-1
8809366	-1	-1
16928732	-1	-1
16674494	-1	-1
829264	-1	-1
13807146	-1	-1
12861436	-1	-1
15112278	-1	-1
11209110	-1	-1
9454154	-1	-1
672075	-1	-1
5044132	-1	-1
13733792	-1	-1
10900474	-1	-1
10899336	-1	-1
10068350	-1	-1
10150264	-1	-1
9905688	-1	-1
4038654	-1	-1
5224528	-1	-1
3111302	-1	-1
3619038	-1	-1
2299890	-1	-1
232953	-1	-1
1436952	-1	-1
1222706	-1	-1
1091108	-1	-1
748755	-1	-1
735028	-1	-1
25139	-1	-1
429529	-1	-1
452356	-1	-1
265775	-1	-1
18070676	-1	-1
86577	-1	-1
21125836	-1	-1
29153398	-1	-1
22734164	-1	-1
17619350	-1	-1
34856950	-1	-1
13134332	-1	-1
31302592	-1	-1
35538582	-1	-1
3892546	-1	-1
35136058	-1	-1
33534520	-1	-1
31889904	-1	-1
32593156	-1	-1
33160788	-1	-1
29066098	-1	-1
34642198	-1	-1
34597374	-1	-1
30536596	-1	-1
27598036	-1	-1
21000858	-1	-1
6291170	-1	-1
33882994	-1	-1
4941666	-1	-1
34058392	-1	-1
13913518	-1	-1
21282282	-1	-1
12870928	-1	-1
33803182	-1	-1
29097442	-1	-1
27553052	-1	-1
33182478	-1	-1
22681748	-1	-1
21881928	-1	-1
12791678	-1	-1
32733172	-1	-1
3611940	-1	-1
32369676	-1	-1
32198596	-1	-1
22801064	-1	-1
30963968	-1	-1
30213996	-1	-1
31490256	-1	-1
8158250	-1	-1
6637324	-1	-1
13809238	-1	-1
30465516	-1	-1
28774792	-1	-1
20075302	-1	-1
28366134	-1	-1
20991000	-1	-1
30353716	-1	-1
27091944	-1	-1
918786	-1	-1
29870818	-1	-1
468160	-1	-1
21249658	-1	-1
2772364	-1	-1
26987292	-1	-1
22938198	-1	-1
21645752	-1	-1
27788530	-1	-1
21030064	-1	-1
27243976	-1	-1
12729628	-1	-1
21140476	-1	-1
26958464	-1	-1
28330996	-1	-1
21975446	-1	-1
21123442	-1	-1
20311098	-1	-1
632782	-1	-1
27115980	-1	-1
9487806	-1	-1
17325556	-1	-1
26836614	-1	-1
13556712	-1	-1
19706232	-1	-1
26004922	-1	-1
25180872	-1	-1
11982258	-1	-1
25881590	-1	-1
197123	-1	-1
7283394	-1	-1
25889356	-1	-1
10616622	-1	-1
24155690	-1	-1
22441486	-1	-1
6377926	-1	-1
7123442	-1	-1
17825844	-1	-1
23122250	-1	-1
14436514	-1	-1
24072586	-1	-1
23040898	-1	-1
5305556	-1	-1
23931756	-1	-1
23872662	-1	-1
22744866	-1	-1
8931014	-1	-1
21760142	-1	-1
12603362	-1	-1
22994776	-1	-1
23236494	-1	-1
23036112	-1	-1
19296568	-1	-1
13432126	-1	-1
22699504	-1	-1
9396920	-1	-1
13384660	-1	-1
20363228	-1	-1
8183068	-1	-1
22277402	-1	-1
17067338	-1	-1
20307058	-1	-1
20375642	-1	-1
21019994	-1	-1
5016736	-1	-1
19388074	-1	-1
19456274	-1	-1
12708774	-1	-1
17677000	-1	-1
4413838	-1	-1
21293752	-1	-1
20281716	-1	-1
8531062	-1	-1
18191198	-1	-1
19920064	-1	-1
7830302	-1	-1
20807468	-1	-1
20491134	-1	-1
20756402	-1	-1
19568226	-1	-1
20520394	-1	-1
16459358	-1	-1
13552296	-1	-1
4085726	-1	-1
19787332	-1	-1
7315350	-1	-1
18794890	-1	-1
1005128	-1	-1
531934	-1	-1
450429	-1	-1
10267746	-1	-1
14537870	-1	-1
15426176	-1	-1
244144	-1	-1
29370560	-1	-1
28244370	-1	-1
32675784	-1	-1
28566562	-1	-1
27247584	-1	-1
754374	-1	-1
11283552	-1	-1
18590714	-1	-1
17503806	-1	-1
36378198	-1	-1
22299906	-1	-1
21102414	-1	-1
19577790	-1	-1
29163876	-1	-1
2642180	-1	-1
17077986	-1	-1
21599630	-1	-1
12621466	-1	-1
16012804	-1	-1
21722734	-1	-1
34588478	-1	-1
33502102	-1	-1
30119814	-1	-1
33355418	-1	-1
231920	-1	-1
31164820	-1	-1
9136086	-1	-1
19243126	-1	-1
2713566	-1	-1
23228620	-1	-1
21262310	-1	-1
32009214	-1	-1
20410874	-1	-1
32967452	-1	-1
32386848	-1	-1
30953954	-1	-1
31140966	-1	-1
31526470	-1	-1
29402356	-1	-1
30511094	-1	-1
21002362	-1	-1
667530	-1	-1
12349020	-1	-1
14377456	-1	-1
30998392	-1	-1
3600978	-1	-1
14644002	-1	-1
31160914	-1	-1
16158092	-1	-1
30686682	-1	-1
26542658	-1	-1
359459	-1	-1
30346484	-1	-1
28266226	-1	-1
5987432	-1	-1
2785408	-1	-1
14535758	-1	-1
28896830	-1	-1
20518564	-1	-1
2462030	-1	-1
7919996	-1	-1
28989740	-1	-1
19531662	-1	-1
28816930	-1	-1
1312222	-1	-1
28219254	-1	-1
19041694	-1	-1
28016446	-1	-1
4059016	-1	-1
23189044	-1	-1
9007392	-1	-1
6888566	-1	-1
27336350	-1	-1
23843084	-1	-1
8592228	-1	-1
8023978	-1	-1
14677022	-1	-1
447095	-1	-1
9314204	-1	-1
24477632	-1	-1
21669142	-1	-1
17878332	-1	-1
8662864	-1	-1
21025358	-1	-1
19264906	-1	-1
23502406	-1	-1
995206	-1	-1
8292362	-1	-1
15528222	-1	-1
1138930	-1	-1
1857074	-1	-1
587291	-1	-1
33740072	-1	-1
12830486	-1	-1
967823	-1	-1
10556870	-1	-1
16841148	-1	-1
23414022	-1	-1
30633756	-1	-1
32197432	-1	-1
21755334	-1	-1
33652248	-1	-1
33895540	-1	-1
24062342	-1	-1
18152580	-1	-1
22073572	-1	-1
33810234	-1	-1
20990048	-1	-1
6276566	-1	-1
3077372	-1	-1
20255096	-1	-1
33104902	-1	-1
17238476	-1	-1
33167366	-1	-1
31240378	-1	-1
17891270	-1	-1
26396178	-1	-1
32215648	-1	-1
17799506	-1	-1
19919136	-1	-1
7102872	-1	-1
18970316	-1	-1
30309848	-1	-1
29280990	-1	-1
27038626	-1	-1
13093478	-1	-1
22538952	-1	-1
29129868	-1	-1
28611658	-1	-1
28039906	-1	-1
22476004	-1	-1
28989344	-1	-1
11832916	-1	-1
23826360	-1	-1
22463462	-1	-1
3379634	-1	-1
18447188	-1	-1
24000744	-1	-1
13350216	-1	-1
19997270	-1	-1
23697078	-1	-1
8287348	-1	-1
26473938	-1	-1
10073486	-1	-1
4440414	-1	-1
17227144	-1	-1
10515070	-1	-1
20388660	-1	-1
19270088	-1	-1
23086228	-1	-1
15540034	-1	-1
23657194	-1	-1
22752522	-1	-1
21623316	-1	-1
10025038	-1	-1
21889288	-1	-1
22899846	-1	-1
22922240	-1	-1
17537608	-1	-1
14496726	-1	-1
20791490	-1	-1
18821886	-1	-1
20511694	-1	-1
14184182	-1	-1
16986202	-1	-1
17121090	-1	-1
20756836	-1	-1
9715358	-1	-1
20760828	-1	-1
13664338	-1	-1
3652538	-1	-1
11822416	-1	-1
17522292	-1	-1
16910886	-1	-1
13504386	-1	-1
11895540	-1	-1
11047378	-1	-1
15162950	-1	-1
2560748	-1	-1
11364810	-1	-1
11809658	-1	-1
932932	-1	-1
2175518	-1	-1
1191436	-1	-1
8908460	-1	-1
7855762	-1	-1
4603878	-1	-1
10530934	-1	-1
5630308	-1	-1
30194716	-1	-1
24474382	-1	-1
20508206	-1	-1
30211898	-1	-1
2137282	-1	-1
14555450	-1	-1
20412930	-1	-1
22890250	-1	-1
22671792	-1	-1
8052374	-1	-1
18032890	-1	-1
19664318	-1	-1
6855574	-1	-1
19339520	-1	-1
250828	-1	-1
27215934	-1	-1
36863252	-1	-1
35420054	-1	-1
5658066	-1	-1
33316856	-1	-1
25070872	-1	-1
31596208	-1	-1
30793012	-1	-1
31018284	-1	-1
28656592	-1	-1
27367972	-1	-1
27300284	-1	-1
26583358	-1	-1
12309066	-1	-1
23136554	-1	-1
22446496	-1	-1
21976836	-1	-1
20966830	-1	-1
20500130	-1	-1
18639138	-1	-1
12799774	-1	-1
11882360	-1	-1
29591222	-1	-1
19937294	-1	-1
21255460	-1	-1
20756070	-1	-1
4237898	-1	-1
10853604	-1	-1
9043386	-1	-1
7773638	-1	-1
233447	-1	-1
2577106	-1	-1
10665506	-1	-1
3807766	-1	-1
747613	-1	-1
37567300	-1	-1
32594110	-1	-1
22166280	-1	-1
31565438	-1	-1
27466896	-1	-1
9674038	-1	-1
10826864	-1	-1
19439860	-1	-1
22944112	-1	-1
18366448	-1	-1
22538370	-1	-1
10352260	-1	-1
904130	-1	-1
3010024	-1	-1
8361262	-1	-1
31983638	-1	-1
34385572	-1	-1
34508844	-1	-1
33158942	-1	-1
34068280	-1	-1
19720914	-1	-1
27798550	-1	-1
19256562	-1	-1
9692366	-1	-1
22254480	-1	-1
14325750	-1	-1
7938346	-1	-1
14497054	-1	-1
30046686	-1	-1
24480356	-1	-1
9187936	-1	-1
7343292	-1	-1
23836556	-1	-1
27255784	-1	-1
25858528	-1	-1
21876186	-1	-1
21817334	-1	-1
26072750	-1	-1
23348148	-1	-1
14440474	-1	-1
29739042	-1	-1
27863560	-1	-1
28080188	-1	-1
22186972	-1	-1
8469350	-1	-1
24486094	-1	-1
23205994	-1	-1
19081562	-1	-1
11675778	-1	-1
22055314	-1	-1
21786176	-1	-1
19757280	-1	-1
28535212	-1	-1
16893312	-1	-1
16914884	-1	-1
24158792	-1	-1
17542050	-1	-1
9885626	-1	-1
18697448	-1	-1
21896716	-1	-1
29649996	-1	-1
29521212	-1	-1
14254048	-1	-1
19422546	-1	-1
22465574	-1	-1
5658238	-1	-1
16271478	-1	-1
24275908	-1	-1
5438874	-1	-1
22454570	-1	-1
3943966	-1	-1
32618678	-1	-1
34252544	-1	-1
15909642	-1	-1
5245384	-1	-1
36876962	-1	-1
30394378	-1	-1
633864	-1	-1
13237876	-1	-1
20008620	-1	-1
16254822	-1	-1
10916326	-1	-1
22224472	-1	-1
9364394	-1	-1
14612054	-1	-1
14264690	-1	-1
22005802	-1	-1
23599690	-1	-1
28169350	-1	-1
25281120	-1	-1
18523862	-1	-1
13033336	-1	-1
19639576	-1	-1
2303038	-1	-1
19145272	-1	-1
27042250	-1	-1
22757280	-1	-1
13906082	-1	-1
218151	-1	-1
19197310	-1	-1
34245644	-1	-1
1668368	-1	-1
4187616	-1	-1
2895150	-1	-1
23628198	-1	-1
23707284	-1	-1
13183342	-1	-1
18854072	-1	-1
35036886	-1	-1
5394756	-1	-1
16201918	-1	-1
19103868	-1	-1
19024662	-1	-1
29864432	-1	-1
13549420	-1	-1
35588540	-1	-1
7462240	-1	-1
31309702	-1	-1
26354260	-1	-1
5600948	-1	-1
28763988	-1	-1
619422	-1	-1
23682904	-1	-1
10796912	-1	-1
24377400	-1	-1
33954488	-1	-1
27274570	-1	-1
9887308	-1	-1
27763656	-1	-1
5814616	-1	-1
32346210	-1	-1
32697854	-1	-1
2881344	-1	-1
33585300	-1	-1
27494718	-1	-1
29124708	-1	-1
33341272	-1	-1
30747890	-1	-1
21935394	-1	-1
32935770	-1	-1
12990338	-1	-1
32824066	-1	-1
27744676	-1	-1
23262180	-1	-1
76707	-1	-1
31641306	-1	-1
6969052	-1	-1
29952076	-1	-1
30828474	-1	-1
31020052	-1	-1
5317668	-1	-1
23331681	-1	-1
17767686	-1	-1
32090146	-1	-1
3462530	-1	-1
30333846	-1	-1
5274154	-1	-1
28935626	-1	-1
28580078	-1	-1
30611094	-1	-1
30492476	-1	-1
19871140	-1	-1
26285182	-1	-1
28523794	-1	-1
2882252	-1	-1
19088116	-1	-1
28511748	-1	-1
18043212	-1	-1
14376544	-1	-1
21627116	-1	-1
15496112	-1	-1
4546236	-1	-1
4519266	-1	-1
29777398	-1	-1
26665082	-1	-1
6776290	-1	-1
15772664	-1	-1
21919550	-1	-1
13635484	-1	-1
9282592	-1	-1
29776450	-1	-1
29776956	-1	-1
302098	-1	-1
30085954	-1	-1
267420	-1	-1
3600986	-1	-1
8471088	-1	-1
29062222	-1	-1
16055606	-1	-1
26100060	-1	-1
4973566	-1	-1
20672062	-1	-1
21640106	-1	-1
20553878	-1	-1
19769836	-1	-1
28564126	-1	-1
23465410	-1	-1
26463020	-1	-1
26349258	-1	-1
6615456	-1	-1
20451254	-1	-1
22878378	-1	-1
7621956	-1	-1
19842336	-1	-1
27551708	-1	-1
27845890	-1	-1
10160988	-1	-1
28709148	-1	-1
1549746	-1	-1
20214800	-1	-1
23941644	-1	-1
12324092	-1	-1
22444132	-1	-1
26485630	-1	-1
7233228	-1	-1
14274886	-1	-1
23354188	-1	-1
13037064	-1	-1
26365084	-1	-1
15011600	-1	-1
19108410	-1	-1
19676902	-1	-1
26840658	-1	-1
875710	-1	-1
26509118	-1	-1
17383588	-1	-1
149635	-1	-1
17044388	-1	-1
27642212	-1	-1
26507134	-1	-1
9340600	-1	-1
18052922	-1	-1
7829922	-1	-1
321352	-1	-1
24566316	-1	-1
26876328	-1	-1
22250954	-1	-1
15724672	-1	-1
11790654	-1	-1
22540702	-1	-1
10009754	-1	-1
11993612	-1	-1
8071508	-1	-1
22844662	-1	-1
22377308	-1	-1
18728360	-1	-1
23729392	-1	-1
17544258	-1	-1
22721394	-1	-1
16278812	-1	-1
16788586	-1	-1
20956530	-1	-1
19364184	-1	-1
1860414	-1	-1
16602318	-1	-1
16838472	-1	-1
24060682	-1	-1
24329080	-1	-1
22887228	-1	-1
12076460	-1	-1
24364048	-1	-1
24266592	-1	-1
17391234	-1	-1
19467842	-1	-1
21541566	-1	-1
23653710	-1	-1
22089828	-1	-1
19344516	-1	-1
5326342	-1	-1
7325258	-1	-1
10767240	-1	-1
18362940	-1	-1
7833424	-1	-1
4587654	-1	-1
1503252	-1	-1
2439706	-1	-1
13784624	-1	-1
19024134	-1	-1
16179812	-1	-1
20372300	-1	-1
786100	-1	-1
9278012	-1	-1
25309432	-1	-1
27091466	-1	-1
37267156	-1	-1
23423950	-1	-1
23249136	-1	-1
9777630	-1	-1
10241824	-1	-1
32011900	-1	-1
20930380	-1	-1
13597518	-1	-1
7818764	-1	-1
33605976	-1	-1
25947877	-1	-1
15639944	-1	-1
25926326	-1	-1
14161808	-1	-1
29317694	-1	-1
17506186	-1	-1
27766340	-1	-1
19917526	-1	-1
12797168	-1	-1
44463	-1	-1
16661662	-1	-1
27728248	-1	-1
25987016	-1	-1
17792838	-1	-1
15588196	-1	-1
28429232	-1	-1
15473138	-1	-1
26112698	-1	-1
32802460	-1	-1
31011100	-1	-1
29152598	-1	-1
20696214	-1	-1
8568262	-1	-1
21334902	-1	-1
22225380	-1	-1
10674114	-1	-1
32282168	-1	-1
27997108	-1	-1
28332850	-1	-1
21893060	-1	-1
21107194	-1	-1
27974724	-1	-1
26645582	-1	-1
12962310	-1	-1
30939150	-1	-1
25634312	-1	-1
27214484	-1	-1
18785710	-1	-1
8120736	-1	-1
4385634	-1	-1
18842582	-1	-1
9580788	-1	-1
3920438	-1	-1
21039174	-1	-1
22440168	-1	-1
17862048	-1	-1
30410718	-1	-1
10216212	-1	-1
28301168	-1	-1
19007942	-1	-1
22235512	-1	-1
28374150	-1	-1
6262478	-1	-1
8069076	-1	-1
17526328	-1	-1
16597524	-1	-1
21102770	-1	-1
16706158	-1	-1
7175228	-1	-1
28158084	-1	-1
22129748	-1	-1
3170528	-1	-1
20428036	-1	-1
17686678	-1	-1
29338906	-1	-1
23993738	-1	-1
1484676	-1	-1
13372378	-1	-1
6329772	-1	-1
28457366	-1	-1
21202306	-1	-1
14941582	-1	-1
21520372	-1	-1
22358634	-1	-1
814866	-1	-1
4181380	-1	-1
16969594	-1	-1
26771352	-1	-1
19509384	-1	-1
20733964	-1	-1
14274820	-1	-1
41031	-1	-1
9370162	-1	-1
4297744	-1	-1
15977082	-1	-1
27569442	-1	-1
1179286	-1	-1
390775	-1	-1
20825696	-1	-1
21906732	-1	-1
9097160	-1	-1
8983280	-1	-1
17995392	-1	-1
13183620	-1	-1
23622572	-1	-1
9604	-1	-1
2287716	-1	-1
18756800	-1	-1
2071912	-1	-1
20477392	-1	-1
8640754	-1	-1
7001666	-1	-1
7266162	-1	-1
16154060	-1	-1
19718296	-1	-1
5419580	-1	-1
3413220	-1	-1
2449206	-1	-1
6730196	-1	-1
6250022	-1	-1
6752732	-1	-1
18773316	-1	-1
4340098	-1	-1
34034018	-1	-1
26105142	-1	-1
31370704	-1	-1
31112218	-1	-1
22552906	-1	-1
1274786	-1	-1
32751218	-1	-1
351054	-1	-1
26762750	-1	-1
8818230	-1	-1
21223096	-1	-1
22870342	-1	-1
19738226	-1	-1
32567526	-1	-1
32938262	-1	-1
6694892	-1	-1
33709776	-1	-1
4184170	-1	-1
11272364	-1	-1
34540632	-1	-1
22459034	-1	-1
26969742	-1	-1
32238534	-1	-1
7174364	-1	-1
27652976	-1	-1
8026138	-1	-1
9722370	-1	-1
19351890	-1	-1
32615104	-1	-1
3666728	-1	-1
17991412	-1	-1
28734260	-1	-1
27835152	-1	-1
31624220	-1	-1
31943634	-1	-1
20334508	-1	-1
21290380	-1	-1
2710548	-1	-1
22061430	-1	-1
8044842	-1	-1
31189092	-1	-1
24351464	-1	-1
10402002	-1	-1
14718068	-1	-1
5865384	-1	-1
12093624	-1	-1
26107230	-1	-1
116961	-1	-1
20578662	-1	-1
15400170	-1	-1
10713908	-1	-1
26698014	-1	-1
1373562	-1	-1
26605418	-1	-1
10306424	-1	-1
16724906	-1	-1
19695654	-1	-1
26362744	-1	-1
27298648	-1	-1
874905	-1	-1
4778022	-1	-1
21322460	-1	-1
19970970	-1	-1
2427148	-1	-1
27117944	-1	-1
815589	-1	-1
16405048	-1	-1
25237128	-1	-1
6220944	-1	-1
8969406	-1	-1
16661366	-1	-1
27382570	-1	-1
2599472	-1	-1
539964	-1	-1
17293056	-1	-1
501613	-1	-1
7569663	-1	-1
8076290	-1	-1
23271422	-1	-1
14685826	-1	-1
5837144	-1	-1
25793602	-1	-1
20083304	-1	-1
17714660	-1	-1
12134996	-1	-1
16533150	-1	-1
12295166	-1	-1
15793262	-1	-1
118780	-1	-1
19602288	-1	-1
17955080	-1	-1
15098196	-1	-1
7630752	-1	-1
23953586	-1	-1
23991770	-1	-1
20582694	-1	-1
419347	-1	-1
15335816	-1	-1
23761604	-1	-1
18491990	-1	-1
10041236	-1	-1
23306372	-1	-1
7755120	-1	-1
21399374	-1	-1
15458108	-1	-1
9388054	-1	-1
21837168	-1	-1
13132852	-1	-1
18000916	-1	-1
7095624	-1	-1
4607832	-1	-1
634140	-1	-1
12850102	-1	-1
937771	-1	-1
13577398	-1	-1
11570316	-1	-1
22501	-1	-1
19195908	-1	-1
20340368	-1	-1
13345808	-1	-1
14799670	-1	-1
1004464	-1	-1
37484	-1	-1
3247050	-1	-1
7256988	-1	-1
967188	-1	-1
17881674	-1	-1
16814590	-1	-1
14239158	-1	-1
11970536	-1	-1
11054832	-1	-1
2231092	-1	-1
30427292	-1	-1
5463558	-1	-1
9125918	-1	-1
15654994	-1	-1
17678644	-1	-1
33691518	-1	-1
4688792	-1	-1
25207740	-1	-1
11768434	-1	-1
13578472	-1	-1
8458292	-1	-1
31478596	-1	-1
20516156	-1	-1
21539734	-1	-1
15427146	-1	-1
24482582	-1	-1
27590436	-1	-1
29721718	-1	-1
11524262	-1	-1
20998748	-1	-1
31025870	-1	-1
30796056	-1	-1
21257626	-1	-1
33300446	-1	-1
21882466	-1	-1
28267256	-1	-1
3662472	-1	-1
24252242	-1	-1
20168852	-1	-1
11254202	-1	-1
3887166	-1	-1
22378904	-1	-1
28035946	-1	-1
7885982	-1	-1
24292276	-1	-1
27129036	-1	-1
3098816	-1	-1
12230290	-1	-1
21847494	-1	-1
1446302	-1	-1
15000328	-1	-1
1184282	-1	-1
13901050	-1	-1
23043432	-1	-1
18535412	-1	-1
2916094	-1	-1
10720766	-1	-1
28653718	-1	-1
8231310	-1	-1
28096604	-1	-1
911045	-1	-1
19056122	-1	-1
8820414	-1	-1
150233	-1	-1
26753370	-1	-1
17317026	-1	-1
8131318	-1	-1
1141210	-1	-1
7375136	-1	-1
14067904	-1	-1
23436974	-1	-1
3773718	-1	-1
22009254	-1	-1
10303490	-1	-1
23974150	-1	-1
1398764	-1	-1
24126912	-1	-1
24145772	-1	-1
9400196	-1	-1
19113480	-1	-1
9336414	-1	-1
388140	-1	-1
14942606	-1	-1
15589462	-1	-1
19524380	-1	-1
18734416	-1	-1
19354920	-1	-1
21865502	-1	-1
14980330	-1	-1
21718722	-1	-1
2330472	-1	-1
7560416	-1	-1
9903644	-1	-1
19078566	-1	-1
14726500	-1	-1
20357682	-1	-1
8025274	-1	-1
394296	-1	-1
878850	-1	-1
21904694	-1	-1
17924538	-1	-1
33203180	-1	-1
34834476	-1	-1
20430792	-1	-1
33938880	-1	-1
16745574	-1	-1
13057594	-1	-1
13699864	-1	-1
263439	-1	-1
15288602	-1	-1
12058880	-1	-1
5398330	-1	-1
31549878	-1	-1
5118232	-1	-1
27487344	-1	-1
31630998	-1	-1
28412462	-1	-1
18087336	-1	-1
14520658	-1	-1
9326336	-1	-1
23223450	-1	-1
27796374	-1	-1
27748120	-1	-1
4138010	-1	-1
1612744	-1	-1
12109430	-1	-1
18277384	-1	-1
18837562	-1	-1
29230002	-1	-1
14636620	-1	-1
21218916	-1	-1
16219058	-1	-1
18791980	-1	-1
24625908	-1	-1
21537770	-1	-1
2288342	-1	-1
11697554	-1	-1
15730978	-1	-1
24219552	-1	-1
9163708	-1	-1
8085950	-1	-1
3048064	-1	-1
1931678	-1	-1
22394802	-1	-1
835039	-1	-1
11660406	-1	-1
15659070	-1	-1
9497682	-1	-1
16542920	-1	-1
20038798	-1	-1
23503826	-1	-1
3010700	-1	-1
22972760	-1	-1
2274626	-1	-1
2308018	-1	-1
17965862	-1	-1
19418030	-1	-1
12250932	-1	-1
1581580	-1	-1
31047378	-1	-1
8580938	-1	-1
12520578	-1	-1
3761816	-1	-1
9399382	-1	-1
5252288	-1	-1
29898662	-1	-1
29565202	-1	-1
12278944	-1	-1
13891022	-1	-1
17622772	-1	-1
69649	-1	-1
19599976	-1	-1
18469214	-1	-1
5437470	-1	-1
309089	-1	-1
8229206	-1	-1
512145	-1	-1
33054662	-1	-1
3732012	-1	-1
18467628	-1	-1
22164760	-1	-1
28726898	-1	-1
1872374	-1	-1
47495	-1	-1
13129538	-1	-1
23589286	-1	-1
29011584	-1	-1
